symbol,announcement_ts_utc,effective_ts_utc,announcement_title,announcement_code,announcement_url,announcement_catalog_id,announcement_catalog_name,announcement_parse_status,announcement_body_excerpt,effective_day
TTWOUSDT,2026-07-02 08:15:08 UTC,2026-07-02 09:40:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-07-02),d2acaa91c14e4cc598aaee1017efc1ac,https://www.binance.com/en/support/announcement/d2acaa91c14e4cc598aaee1017efc1ac,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-07-02) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-07-02 09:15 (UTC): STRCUSDT Perpetual Contract 2026-07-02 09:20 (UTC): CATUSDT Perpetual",2026-07-02
KSTRUSDT,2026-07-02 08:15:08 UTC,2026-07-02 09:45:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-07-02),d2acaa91c14e4cc598aaee1017efc1ac,https://www.binance.com/en/support/announcement/d2acaa91c14e4cc598aaee1017efc1ac,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-07-02) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-07-02 09:15 (UTC): STRCUSDT Perpetual Contract 2026-07-02 09:20 (UTC): CATUSDT Perpetual",2026-07-02
BSPUSDT,2026-07-02 08:15:08 UTC,2026-07-02 09:50:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-07-02),d2acaa91c14e4cc598aaee1017efc1ac,https://www.binance.com/en/support/announcement/d2acaa91c14e4cc598aaee1017efc1ac,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-07-02) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-07-02 09:15 (UTC): STRCUSDT Perpetual Contract 2026-07-02 09:20 (UTC): CATUSDT Perpetual",2026-07-02
CAPUSDT,2026-06-27 10:50:43 UTC,2026-06-27 11:45:00 UTC,Binance Futures Will Launch USDS-Margined CAPUSDT Perpetual Contract (2026-06-27),a444dd2f67da43e0bafdd730fddc3887,https://www.binance.com/en/support/announcement/a444dd2f67da43e0bafdd730fddc3887,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined CAPUSDT Perpetual Contract (2026-06-27) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-06-27 11:45 (UTC): CAPUSDT Perpetual Contract with up to 10x leverage More details on the aforeme",2026-06-27
MVLLUSDT,2026-06-23 10:00:31 UTC,2026-06-29 13:35:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-06-29),ba04ce1272df4bdf8d2595ccb0e1954b,https://www.binance.com/en/support/announcement/ba04ce1272df4bdf8d2595ccb0e1954b,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-06-29) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-06-29 13:35 (UTC): MVLLUSDT Perpetual Contract 2026-06-29 13:40 (UTC): TQQQUSDT Perpetua",2026-06-29
TQQQUSDT,2026-06-23 10:00:31 UTC,2026-06-29 13:40:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-06-29),ba04ce1272df4bdf8d2595ccb0e1954b,https://www.binance.com/en/support/announcement/ba04ce1272df4bdf8d2595ccb0e1954b,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-06-29) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-06-29 13:35 (UTC): MVLLUSDT Perpetual Contract 2026-06-29 13:40 (UTC): TQQQUSDT Perpetua",2026-06-29
SQQQUSDT,2026-06-23 10:00:31 UTC,2026-06-29 13:45:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-06-29),ba04ce1272df4bdf8d2595ccb0e1954b,https://www.binance.com/en/support/announcement/ba04ce1272df4bdf8d2595ccb0e1954b,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-06-29) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-06-29 13:35 (UTC): MVLLUSDT Perpetual Contract 2026-06-29 13:40 (UTC): TQQQUSDT Perpetua",2026-06-29
ARXUSDT,2026-06-23 03:30:38 UTC,2026-06-23 04:45:00 UTC,Binance Futures Will Launch USDS-Margined ARXUSDT Perpetual Contract (2026-06-23),7fa4e8b3ced94b4c8c189a4593dbce9b,https://www.binance.com/en/support/announcement/7fa4e8b3ced94b4c8c189a4593dbce9b,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined ARXUSDT Perpetual Contract (2026-06-23) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-06-23 04:45 (UTC): ARXUSDT Perpetual Contract with up to 20x leverage More details on the aforeme",2026-06-23
LRCXUSDT,2026-06-22 08:15:20 UTC,2026-06-22 13:30:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-06-22),88ea4a4f9f0b4ad4b7b308195c026fe4,https://www.binance.com/en/support/announcement/88ea4a4f9f0b4ad4b7b308195c026fe4,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-06-22) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-06-22 13:30 (UTC): LRCXUSDT Perpetual Contract 2026-06-22 13:35 (UTC): KLACUSDT Perpetua",2026-06-22
KLACUSDT,2026-06-22 08:15:20 UTC,2026-06-22 13:35:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-06-22),88ea4a4f9f0b4ad4b7b308195c026fe4,https://www.binance.com/en/support/announcement/88ea4a4f9f0b4ad4b7b308195c026fe4,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-06-22) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-06-22 13:30 (UTC): LRCXUSDT Perpetual Contract 2026-06-22 13:35 (UTC): KLACUSDT Perpetua",2026-06-22
ALABUSDT,2026-06-22 08:15:20 UTC,2026-06-22 13:40:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-06-22),88ea4a4f9f0b4ad4b7b308195c026fe4,https://www.binance.com/en/support/announcement/88ea4a4f9f0b4ad4b7b308195c026fe4,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-06-22) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-06-22 13:30 (UTC): LRCXUSDT Perpetual Contract 2026-06-22 13:35 (UTC): KLACUSDT Perpetua",2026-06-22
SMCIUSDT,2026-06-22 08:15:20 UTC,2026-06-22 13:45:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-06-22),88ea4a4f9f0b4ad4b7b308195c026fe4,https://www.binance.com/en/support/announcement/88ea4a4f9f0b4ad4b7b308195c026fe4,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-06-22) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-06-22 13:30 (UTC): LRCXUSDT Perpetual Contract 2026-06-22 13:35 (UTC): KLACUSDT Perpetua",2026-06-22
CIENUSDT,2026-06-22 08:15:20 UTC,2026-06-22 13:50:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-06-22),88ea4a4f9f0b4ad4b7b308195c026fe4,https://www.binance.com/en/support/announcement/88ea4a4f9f0b4ad4b7b308195c026fe4,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-06-22) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-06-22 13:30 (UTC): LRCXUSDT Perpetual Contract 2026-06-22 13:35 (UTC): KLACUSDT Perpetua",2026-06-22
KORUUSDT,2026-06-22 08:15:20 UTC,2026-06-22 13:55:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-06-22),88ea4a4f9f0b4ad4b7b308195c026fe4,https://www.binance.com/en/support/announcement/88ea4a4f9f0b4ad4b7b308195c026fe4,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-06-22) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-06-22 13:30 (UTC): LRCXUSDT Perpetual Contract 2026-06-22 13:35 (UTC): KLACUSDT Perpetua",2026-06-22
SONYUSDT,2026-06-22 08:15:20 UTC,2026-06-22 14:00:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-06-22),88ea4a4f9f0b4ad4b7b308195c026fe4,https://www.binance.com/en/support/announcement/88ea4a4f9f0b4ad4b7b308195c026fe4,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-06-22) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-06-22 13:30 (UTC): LRCXUSDT Perpetual Contract 2026-06-22 13:35 (UTC): KLACUSDT Perpetua",2026-06-22
OUSDT,2026-06-24 10:30:18 UTC,2026-06-24 11:45:00 UTC,Binance Futures Will Launch USDS-Margined OUSDT Perpetual Contract (2026-06-24),a6b7d5a8a14a44c1b6a6a34813c6d93f,https://www.binance.com/en/support/announcement/a6b7d5a8a14a44c1b6a6a34813c6d93f,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined OUSDT Perpetual Contract (2026-06-24) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-06-24 11:45 (UTC): OUSDT Perpetual Contract with up to 10x leverage More details on the aforementio",2026-06-24
ZMUSDT,2026-06-10 04:30:19 UTC,2026-06-10 09:00:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-06-10),b893d3539ae34c47856013b1f3cc94fb,https://www.binance.com/en/support/announcement/b893d3539ae34c47856013b1f3cc94fb,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-06-10) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-06-10 09:00 (UTC): ZMUSDT Perpetual Contract 2026-06-10 09:05 (UTC): DKNGUSDT Perpetual ",2026-06-10
DKNGUSDT,2026-06-10 04:30:19 UTC,2026-06-10 09:05:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-06-10),b893d3539ae34c47856013b1f3cc94fb,https://www.binance.com/en/support/announcement/b893d3539ae34c47856013b1f3cc94fb,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-06-10) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-06-10 09:00 (UTC): ZMUSDT Perpetual Contract 2026-06-10 09:05 (UTC): DKNGUSDT Perpetual ",2026-06-10
RIVNUSDT,2026-06-10 04:30:19 UTC,2026-06-10 09:10:00 UTC,Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-06-10),b893d3539ae34c47856013b1f3cc94fb,https://www.binance.com/en/support/announcement/b893d3539ae34c47856013b1f3cc94fb,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch Multiple USDS-Margined TradFi Perpetual Contracts (2026-06-10) This is a general Binance Exchange Notice. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2026-06-10 09:00 (UTC): ZMUSDT Perpetual Contract 2026-06-10 09:05 (UTC): DKNGUSDT Perpetual ",2026-06-10
